Event_ID,Session_ID,Funnel_Step,Step_Number,Event_Time,Restaurant_Name,Cuisine,Order_Value,Payment_Method,Delivery_Time_Mins
EVT1709,SES1205,App Opened,1,2024-04-16 00:01:00,,,,,
EVT1710,SES1205,Item Added to Cart,4,2024-04-16 00:07:00,Burger King,Desserts,,,
EVT1711,SES1206,App Opened,1,2024-01-02 00:03:00,,,,,
EVT1712,SES1206,Restaurant Viewed,2,2024-01-02 00:04:00,Barbeque Nation,Pizza,,,
EVT1713,SES1206,Order Placed,5,2024-01-02 00:10:00,Box8,North Indian,691.86,,
EVT1714,SES1207,App Opened,1,2024-02-26 00:01:00,,,,,
EVT1715,SES1207,Restaurant Viewed,2,2024-02-26 00:05:00,Barbeque Nation,Chinese,,,
EVT1716,SES1207,Menu Opened,3,2024-02-26 00:05:00,Burger King,Fast Food,,,
EVT1717,SES1208,App Opened,1,2024-10-28 00:03:00,,,,,
EVT1718,SES1208,Restaurant Viewed,2,2024-10-28 00:03:00,Burger King,South Indian,,,
EVT1719,SES1208,Menu Opened,3,2024-10-28 00:07:00,McDonalds,North Indian,,,
EVT1720,SES1208,Item Added to Cart,4,2024-10-28 00:08:00,Box8,Desserts,,,
EVT1721,SES1209,App Opened,1,2024-03-05 00:01:00,,,,,
EVT1722,SES1209,Restaurant Viewed,2,2024-03-05 00:04:00,Box8,Chinese,,,
EVT1723,SES1209,Item Added to Cart,4,2024-03-05 00:06:00,Chai Point,Desserts,,,
EVT1724,SES1209,Order Placed,5,2024-03-05 00:11:00,Paradise Biryani,North Indian,166.4,,
EVT1725,SES1209,Payment Completed,6,2024-03-05 00:13:00,Faasos,Pizza,96.58,Wallet,
EVT1726,SES1210,App Opened,1,2024-08-17 00:00:00,,,,,
EVT1727,SES1210,Menu Opened,3,2024-08-17 00:07:00,Wow Momo,Biryani,,,
EVT1728,SES1210,Order Placed,5,2024-08-17 00:08:00,Faasos,Chinese,371.84,,
EVT1729,SES1211,App Opened,1,2024-09-14 00:03:00,,,,,
EVT1730,SES1211,Restaurant Viewed,2,2024-09-14 00:02:00,Haldirams,South Indian,,,
EVT1731,SES1211,Menu Opened,3,2024-09-14 00:05:00,Burger King,Beverages,,,
EVT1732,SES1211,Order Placed,5,2024-09-14 00:09:00,Box8,Pizza,549.9,,
EVT1733,SES1211,Payment Completed,6,2024-09-14 00:12:00,Burger King,South Indian,785.55,Wallet,
EVT1734,SES1212,App Opened,1,2024-11-25 00:01:00,,,,,
EVT1735,SES1212,Restaurant Viewed,2,2024-11-25 00:02:00,Haldirams,Biryani,,,
EVT1736,SES1212,Menu Opened,3,2024-11-25 00:06:00,Faasos,Beverages,,,
EVT1737,SES1212,Item Added to Cart,4,2024-11-25 00:09:00,Paradise Biryani,Fast Food,,,
EVT1738,SES1213,App Opened,1,2024-12-17 00:00:00,,,,,
EVT1739,SES1213,Restaurant Viewed,2,2024-12-17 00:03:00,McDonalds,Biryani,,,
EVT1740,SES1213,Item Added to Cart,4,2024-12-17 00:07:00,Box8,Pizza,,,
EVT1741,SES1214,App Opened,1,2024-06-13 00:02:00,,,,,
EVT1742,SES1214,Restaurant Viewed,2,2024-06-13 00:03:00,Wow Momo,Beverages,,,
EVT1743,SES1214,Menu Opened,3,2024-06-13 00:06:00,Wow Momo,Chinese,,,
EVT1744,SES1214,Order Placed,5,2024-06-13 00:10:00,Haldirams,Fast Food,485.82,,
EVT1745,SES1215,App Opened,1,2024-11-20 00:01:00,,,,,
EVT1746,SES1215,Restaurant Viewed,2,2024-11-20 00:05:00,Wow Momo,North Indian,,,
EVT1747,SES1215,Item Added to Cart,4,2024-11-20 00:08:00,Dominos,South Indian,,,
EVT1748,SES1216,App Opened,1,2024-09-15 00:02:00,,,,,
EVT1749,SES1216,Menu Opened,3,2024-09-15 00:05:00,Barbeque Nation,North Indian,,,
EVT1750,SES1216,Item Added to Cart,4,2024-09-15 00:07:00,Wow Momo,South Indian,,,
EVT1751,SES1216,Payment Completed,6,2024-09-15 00:12:00,Box8,Beverages,148.79,Debit Card,
EVT1752,SES1217,App Opened,1,2024-08-19 00:02:00,,,,,
EVT1753,SES1217,Restaurant Viewed,2,2024-08-19 00:02:00,McDonalds,Fast Food,,,
EVT1754,SES1217,Item Added to Cart,4,2024-08-19 00:08:00,Faasos,Desserts,,,
EVT1755,SES1217,Payment Completed,6,2024-08-19 00:10:00,Faasos,Chinese,553.45,Credit Card,
EVT1756,SES1218,App Opened,1,2024-07-31 00:00:00,,,,,
EVT1757,SES1218,Item Added to Cart,4,2024-07-31 00:07:00,Box8,Desserts,,,
EVT1758,SES1218,Payment Completed,6,2024-07-31 00:12:00,Chai Point,Biryani,278.59,Cash on Delivery,
EVT1759,SES1219,App Opened,1,2024-05-10 00:01:00,,,,,
EVT1760,SES1219,Restaurant Viewed,2,2024-05-10 00:02:00,Barbeque Nation,Desserts,,,
EVT1761,SES1219,Payment Completed,6,2024-05-10 00:11:00,Dominos,Chinese,494.23,UPI,
EVT1762,SES1220,App Opened,1,2024-02-13 00:03:00,,,,,
EVT1763,SES1220,Menu Opened,3,2024-02-13 00:07:00,Faasos,Chinese,,,
EVT1764,SES1221,App Opened,1,2024-10-11 00:03:00,,,,,
EVT1765,SES1221,Restaurant Viewed,2,2024-10-11 00:03:00,Burger King,Desserts,,,
EVT1766,SES1221,Order Placed,5,2024-10-11 00:08:00,Box8,Beverages,774.55,,
EVT1767,SES1222,App Opened,1,2024-03-03 00:01:00,,,,,
EVT1768,SES1222,Restaurant Viewed,2,2024-03-03 00:04:00,McDonalds,Fast Food,,,
EVT1769,SES1222,Item Added to Cart,4,2024-03-03 00:09:00,McDonalds,Fast Food,,,
EVT1770,SES1223,App Opened,1,2024-01-27 00:00:00,,,,,
EVT1771,SES1223,Restaurant Viewed,2,2024-01-27 00:05:00,Barbeque Nation,Biryani,,,
EVT1772,SES1223,Menu Opened,3,2024-01-27 00:07:00,Haldirams,Biryani,,,
EVT1773,SES1224,App Opened,1,2024-10-22 00:03:00,,,,,
EVT1774,SES1224,Restaurant Viewed,2,2024-10-22 00:02:00,Box8,Beverages,,,
EVT1775,SES1224,Menu Opened,3,2024-10-22 00:06:00,Dominos,North Indian,,,
EVT1776,SES1224,Item Added to Cart,4,2024-10-22 00:07:00,Wow Momo,Fast Food,,,
EVT1777,SES1224,Order Placed,5,2024-10-22 00:11:00,Chai Point,Pizza,141.02,,
EVT1778,SES1224,Order Delivered,7,2024-10-22 00:12:00,Chai Point,North Indian,192.05,Debit Card,34
EVT1779,SES1225,App Opened,1,2024-02-25 00:02:00,,,,,
EVT1780,SES1225,Restaurant Viewed,2,2024-02-25 00:05:00,McDonalds,Biryani,,,
EVT1781,SES1225,Menu Opened,3,2024-02-25 00:07:00,Chai Point,Chinese,,,
EVT1782,SES1225,Item Added to Cart,4,2024-02-25 00:09:00,Burger King,Fast Food,,,
EVT1783,SES1225,Order Delivered,7,2024-02-25 00:14:00,Burger King,Chinese,364.07,Debit Card,22
EVT1784,SES1226,App Opened,1,2024-10-20 00:01:00,,,,,
EVT1785,SES1226,Order Placed,5,2024-10-20 00:11:00,Faasos,Beverages,655.87,,
EVT1786,SES1227,App Opened,1,2024-12-02 00:03:00,,,,,
EVT1787,SES1227,Restaurant Viewed,2,2024-12-02 00:05:00,McDonalds,South Indian,,,
EVT1788,SES1227,Order Placed,5,2024-12-02 00:10:00,Faasos,North Indian,632.52,,
EVT1789,SES1227,Payment Completed,6,2024-12-02 00:12:00,Wow Momo,North Indian,392.72,Debit Card,
EVT1790,SES1228,App Opened,1,2024-06-07 00:03:00,,,,,
EVT1791,SES1228,Restaurant Viewed,2,2024-06-07 00:03:00,Faasos,Chinese,,,
EVT1792,SES1228,Menu Opened,3,2024-06-07 00:04:00,Barbeque Nation,Pizza,,,
EVT1793,SES1229,App Opened,1,2024-10-16 00:01:00,,,,,
EVT1794,SES1229,Restaurant Viewed,2,2024-10-16 00:03:00,Haldirams,South Indian,,,
EVT1795,SES1229,Menu Opened,3,2024-10-16 00:04:00,Barbeque Nation,Pizza,,,
EVT1796,SES1229,Order Delivered,7,2024-10-16 00:12:00,Wow Momo,Desserts,457.98,Credit Card,34
EVT1797,SES1230,App Opened,1,2024-09-28 00:03:00,,,,,
EVT1798,SES1230,Restaurant Viewed,2,2024-09-28 00:05:00,Burger King,Biryani,,,
EVT1799,SES1230,Menu Opened,3,2024-09-28 00:06:00,Barbeque Nation,Fast Food,,,
EVT1800,SES1230,Order Placed,5,2024-09-28 00:08:00,McDonalds,North Indian,80.39,,
EVT1801,SES1231,App Opened,1,2024-03-21 00:02:00,,,,,
EVT1802,SES1231,Menu Opened,3,2024-03-21 00:05:00,Barbeque Nation,Beverages,,,
EVT1803,SES1231,Item Added to Cart,4,2024-03-21 00:08:00,Dominos,South Indian,,,
EVT1804,SES1232,App Opened,1,2024-03-20 00:02:00,,,,,
EVT1805,SES1232,Menu Opened,3,2024-03-20 00:06:00,Haldirams,Biryani,,,
EVT1806,SES1232,Item Added to Cart,4,2024-03-20 00:09:00,Dominos,South Indian,,,
EVT1807,SES1232,Order Placed,5,2024-03-20 00:08:00,Burger King,Pizza,218.91,,
EVT1808,SES1232,Order Delivered,7,2024-03-20 00:14:00,Barbeque Nation,Beverages,792.54,Credit Card,54
EVT1809,SES1233,App Opened,1,2024-08-14 00:00:00,,,,,
EVT1810,SES1233,Restaurant Viewed,2,2024-08-14 00:05:00,Faasos,Biryani,,,
EVT1811,SES1234,App Opened,1,2024-05-19 00:00:00,,,,,
EVT1812,SES1234,Menu Opened,3,2024-05-19 00:07:00,Faasos,North Indian,,,
EVT1813,SES1234,Item Added to Cart,4,2024-05-19 00:08:00,McDonalds,Biryani,,,
EVT1814,SES1234,Order Placed,5,2024-05-19 00:08:00,Haldirams,Desserts,436.42,,
EVT1815,SES1235,App Opened,1,2024-02-26 00:03:00,,,,,
EVT1816,SES1235,Menu Opened,3,2024-02-26 00:07:00,Wow Momo,Biryani,,,
EVT1817,SES1235,Item Added to Cart,4,2024-02-26 00:06:00,McDonalds,Pizza,,,
EVT1818,SES1235,Payment Completed,6,2024-02-26 00:13:00,Faasos,Biryani,298.46,Credit Card,
EVT1819,SES1236,App Opened,1,2024-04-22 00:00:00,,,,,
EVT1820,SES1236,Restaurant Viewed,2,2024-04-22 00:02:00,Faasos,Pizza,,,
EVT1821,SES1236,Menu Opened,3,2024-04-22 00:05:00,Barbeque Nation,Chinese,,,
EVT1822,SES1236,Item Added to Cart,4,2024-04-22 00:06:00,Haldirams,Pizza,,,
EVT1823,SES1236,Payment Completed,6,2024-04-22 00:12:00,Box8,Fast Food,313.68,Wallet,
EVT1824,SES1237,App Opened,1,2024-06-03 00:02:00,,,,,
EVT1825,SES1237,Restaurant Viewed,2,2024-06-03 00:02:00,Burger King,Fast Food,,,
EVT1826,SES1237,Menu Opened,3,2024-06-03 00:06:00,McDonalds,Biryani,,,
EVT1827,SES1238,App Opened,1,2024-03-02 00:00:00,,,,,
EVT1828,SES1238,Order Placed,5,2024-03-02 00:09:00,Chai Point,Pizza,313.47,,
EVT1829,SES1238,Payment Completed,6,2024-03-02 00:13:00,McDonalds,Beverages,246.84,Cash on Delivery,
EVT1830,SES1239,App Opened,1,2024-07-13 00:00:00,,,,,
EVT1831,SES1239,Restaurant Viewed,2,2024-07-13 00:05:00,McDonalds,Chinese,,,
EVT1832,SES1239,Menu Opened,3,2024-07-13 00:07:00,McDonalds,Biryani,,,
EVT1833,SES1239,Item Added to Cart,4,2024-07-13 00:07:00,McDonalds,Desserts,,,
EVT1834,SES1239,Payment Completed,6,2024-07-13 00:11:00,Dominos,Desserts,256.58,Cash on Delivery,
EVT1835,SES1239,Order Delivered,7,2024-07-13 00:13:00,Burger King,South Indian,352.07,UPI,27
EVT1836,SES1240,App Opened,1,2024-07-22 00:00:00,,,,,
EVT1837,SES1240,Restaurant Viewed,2,2024-07-22 00:02:00,Barbeque Nation,Chinese,,,
EVT1838,SES1240,Payment Completed,6,2024-07-22 00:10:00,Faasos,Fast Food,693.96,UPI,
EVT1839,SES1240,Order Delivered,7,2024-07-22 00:15:00,Box8,Beverages,667.13,Debit Card,41
EVT1840,SES1241,App Opened,1,2024-06-09 00:01:00,,,,,
EVT1841,SES1241,Restaurant Viewed,2,2024-06-09 00:04:00,Faasos,South Indian,,,
EVT1842,SES1241,Menu Opened,3,2024-06-09 00:04:00,Dominos,Biryani,,,
EVT1843,SES1241,Item Added to Cart,4,2024-06-09 00:09:00,McDonalds,North Indian,,,
EVT1844,SES1241,Payment Completed,6,2024-06-09 00:13:00,Wow Momo,Chinese,334.38,Debit Card,
EVT1845,SES1242,App Opened,1,2024-02-28 00:03:00,,,,,
EVT1846,SES1242,Restaurant Viewed,2,2024-02-28 00:02:00,Chai Point,Chinese,,,
EVT1847,SES1242,Item Added to Cart,4,2024-02-28 00:08:00,Paradise Biryani,South Indian,,,
EVT1848,SES1242,Payment Completed,6,2024-02-28 00:10:00,Burger King,Chinese,208.21,Wallet,
EVT1849,SES1243,App Opened,1,2024-08-23 00:03:00,,,,,
EVT1850,SES1243,Restaurant Viewed,2,2024-08-23 00:04:00,Box8,Biryani,,,
EVT1851,SES1243,Menu Opened,3,2024-08-23 00:04:00,Barbeque Nation,Beverages,,,
EVT1852,SES1244,App Opened,1,2024-08-11 00:00:00,,,,,
EVT1853,SES1244,Order Placed,5,2024-08-11 00:09:00,Wow Momo,Beverages,599.37,,
EVT1854,SES1245,App Opened,1,2024-06-22 00:03:00,,,,,
EVT1855,SES1245,Menu Opened,3,2024-06-22 00:04:00,Paradise Biryani,Chinese,,,
EVT1856,SES1245,Item Added to Cart,4,2024-06-22 00:09:00,Paradise Biryani,Fast Food,,,
EVT1857,SES1246,App Opened,1,2024-11-20 00:02:00,,,,,
EVT1858,SES1246,Restaurant Viewed,2,2024-11-20 00:03:00,Wow Momo,Desserts,,,
EVT1859,SES1246,Menu Opened,3,2024-11-20 00:07:00,Faasos,Pizza,,,
EVT1860,SES1246,Item Added to Cart,4,2024-11-20 00:09:00,Faasos,Pizza,,,
EVT1861,SES1246,Payment Completed,6,2024-11-20 00:10:00,Haldirams,North Indian,340.93,Cash on Delivery,
EVT1862,SES1247,App Opened,1,2024-06-28 00:00:00,,,,,
EVT1863,SES1247,Menu Opened,3,2024-06-28 00:05:00,Barbeque Nation,Beverages,,,
EVT1864,SES1247,Item Added to Cart,4,2024-06-28 00:09:00,Haldirams,Pizza,,,
EVT1865,SES1247,Payment Completed,6,2024-06-28 00:11:00,Dominos,Chinese,351.77,UPI,
EVT1866,SES1248,App Opened,1,2024-04-11 00:00:00,,,,,
EVT1867,SES1248,Restaurant Viewed,2,2024-04-11 00:02:00,Chai Point,Chinese,,,
EVT1868,SES1248,Menu Opened,3,2024-04-11 00:06:00,McDonalds,South Indian,,,
EVT1869,SES1248,Item Added to Cart,4,2024-04-11 00:06:00,Box8,Desserts,,,
EVT1870,SES1248,Order Placed,5,2024-04-11 00:09:00,Chai Point,Chinese,618.64,,
EVT1871,SES1249,App Opened,1,2024-11-17 00:02:00,,,,,
EVT1872,SES1249,Restaurant Viewed,2,2024-11-17 00:02:00,Barbeque Nation,South Indian,,,
EVT1873,SES1249,Menu Opened,3,2024-11-17 00:04:00,Box8,Chinese,,,
EVT1874,SES1249,Order Placed,5,2024-11-17 00:11:00,Chai Point,Biryani,741.79,,
EVT1875,SES1250,App Opened,1,2024-10-16 00:01:00,,,,,
EVT1876,SES1250,Restaurant Viewed,2,2024-10-16 00:02:00,Faasos,Desserts,,,
EVT1877,SES1250,Item Added to Cart,4,2024-10-16 00:07:00,Wow Momo,North Indian,,,
EVT1878,SES1250,Order Placed,5,2024-10-16 00:09:00,Faasos,South Indian,667.92,,
EVT1879,SES1251,App Opened,1,2024-08-28 00:03:00,,,,,
EVT1880,SES1251,Restaurant Viewed,2,2024-08-28 00:04:00,Wow Momo,Pizza,,,
EVT1881,SES1251,Menu Opened,3,2024-08-28 00:04:00,Dominos,Fast Food,,,
EVT1882,SES1251,Payment Completed,6,2024-08-28 00:12:00,McDonalds,South Indian,127.03,Wallet,
EVT1883,SES1251,Order Delivered,7,2024-08-28 00:14:00,Haldirams,Pizza,539.64,UPI,35
EVT1884,SES1252,App Opened,1,2024-09-16 00:00:00,,,,,
EVT1885,SES1252,Restaurant Viewed,2,2024-09-16 00:05:00,Burger King,North Indian,,,
EVT1886,SES1252,Menu Opened,3,2024-09-16 00:06:00,Burger King,Fast Food,,,
EVT1887,SES1253,App Opened,1,2024-01-30 00:02:00,,,,,
EVT1888,SES1253,Item Added to Cart,4,2024-01-30 00:09:00,Faasos,South Indian,,,
EVT1889,SES1253,Order Delivered,7,2024-01-30 00:15:00,Chai Point,North Indian,288.89,Credit Card,49
EVT1890,SES1254,App Opened,1,2024-10-31 00:00:00,,,,,
EVT1891,SES1254,Menu Opened,3,2024-10-31 00:05:00,McDonalds,Chinese,,,
EVT1892,SES1255,App Opened,1,2024-10-19 00:02:00,,,,,
EVT1893,SES1255,Restaurant Viewed,2,2024-10-19 00:03:00,Paradise Biryani,Biryani,,,
EVT1894,SES1255,Menu Opened,3,2024-10-19 00:07:00,Burger King,Desserts,,,
EVT1895,SES1255,Item Added to Cart,4,2024-10-19 00:06:00,McDonalds,Beverages,,,
EVT1896,SES1255,Order Placed,5,2024-10-19 00:08:00,McDonalds,Biryani,473.94,,
EVT1897,SES1256,App Opened,1,2024-03-18 00:00:00,,,,,
EVT1898,SES1256,Restaurant Viewed,2,2024-03-18 00:03:00,Barbeque Nation,Chinese,,,
EVT1899,SES1256,Menu Opened,3,2024-03-18 00:06:00,Paradise Biryani,South Indian,,,
EVT1900,SES1256,Item Added to Cart,4,2024-03-18 00:09:00,Barbeque Nation,Beverages,,,
EVT1901,SES1257,App Opened,1,2024-02-13 00:00:00,,,,,
EVT1902,SES1257,Menu Opened,3,2024-02-13 00:06:00,Barbeque Nation,Desserts,,,
EVT1903,SES1257,Item Added to Cart,4,2024-02-13 00:07:00,Chai Point,Fast Food,,,
EVT1904,SES1258,App Opened,1,2024-09-25 00:03:00,,,,,
EVT1905,SES1258,Restaurant Viewed,2,2024-09-25 00:04:00,Burger King,North Indian,,,
EVT1906,SES1258,Item Added to Cart,4,2024-09-25 00:06:00,McDonalds,South Indian,,,
EVT1907,SES1258,Order Placed,5,2024-09-25 00:09:00,Box8,Desserts,694.76,,
EVT1908,SES1258,Payment Completed,6,2024-09-25 00:13:00,Dominos,Fast Food,415.43,Wallet,
EVT1909,SES1259,App Opened,1,2024-07-28 00:00:00,,,,,
EVT1910,SES1259,Restaurant Viewed,2,2024-07-28 00:02:00,Wow Momo,Desserts,,,
EVT1911,SES1259,Menu Opened,3,2024-07-28 00:06:00,Dominos,Fast Food,,,
EVT1912,SES1259,Item Added to Cart,4,2024-07-28 00:09:00,Haldirams,Beverages,,,
EVT1913,SES1259,Order Placed,5,2024-07-28 00:11:00,Burger King,Chinese,762.94,,
EVT1914,SES1259,Payment Completed,6,2024-07-28 00:11:00,Paradise Biryani,North Indian,791.22,Cash on Delivery,
EVT1915,SES1259,Order Delivered,7,2024-07-28 00:14:00,Wow Momo,Beverages,233.66,Credit Card,21
EVT1916,SES1260,App Opened,1,2024-06-17 00:03:00,,,,,
EVT1917,SES1260,Restaurant Viewed,2,2024-06-17 00:03:00,Dominos,Chinese,,,
EVT1918,SES1260,Menu Opened,3,2024-06-17 00:07:00,Dominos,Biryani,,,
EVT1919,SES1260,Order Delivered,7,2024-06-17 00:14:00,McDonalds,North Indian,146.56,Cash on Delivery,41
EVT1920,SES1261,App Opened,1,2024-05-09 00:02:00,,,,,
EVT1921,SES1261,Restaurant Viewed,2,2024-05-09 00:04:00,Wow Momo,Beverages,,,
EVT1922,SES1261,Menu Opened,3,2024-05-09 00:05:00,Wow Momo,Fast Food,,,
EVT1923,SES1262,App Opened,1,2024-06-07 00:01:00,,,,,
EVT1924,SES1262,Restaurant Viewed,2,2024-06-07 00:03:00,Paradise Biryani,Fast Food,,,
EVT1925,SES1262,Menu Opened,3,2024-06-07 00:07:00,McDonalds,Beverages,,,
EVT1926,SES1262,Order Placed,5,2024-06-07 00:11:00,Barbeque Nation,North Indian,791.53,,
EVT1927,SES1263,App Opened,1,2024-10-13 00:00:00,,,,,
EVT1928,SES1263,Restaurant Viewed,2,2024-10-13 00:03:00,Wow Momo,Chinese,,,
EVT1929,SES1263,Item Added to Cart,4,2024-10-13 00:07:00,Haldirams,North Indian,,,
EVT1930,SES1264,App Opened,1,2024-12-09 00:00:00,,,,,
EVT1931,SES1264,Restaurant Viewed,2,2024-12-09 00:05:00,Wow Momo,Desserts,,,
EVT1932,SES1264,Menu Opened,3,2024-12-09 00:07:00,Faasos,Fast Food,,,
EVT1933,SES1264,Item Added to Cart,4,2024-12-09 00:07:00,Chai Point,Desserts,,,
EVT1934,SES1264,Order Delivered,7,2024-12-09 00:15:00,Wow Momo,Biryani,688.47,Cash on Delivery,60
EVT1935,SES1265,App Opened,1,2024-06-07 00:00:00,,,,,
EVT1936,SES1265,Item Added to Cart,4,2024-06-07 00:06:00,Box8,Desserts,,,
EVT1937,SES1265,Order Placed,5,2024-06-07 00:08:00,Chai Point,North Indian,560.75,,
EVT1938,SES1265,Order Delivered,7,2024-06-07 00:15:00,Faasos,Desserts,162.44,Cash on Delivery,27
EVT1939,SES1266,App Opened,1,2024-04-25 00:03:00,,,,,
EVT1940,SES1266,Restaurant Viewed,2,2024-04-25 00:05:00,Burger King,Fast Food,,,
EVT1941,SES1266,Order Placed,5,2024-04-25 00:10:00,Barbeque Nation,Desserts,564.78,,
EVT1942,SES1266,Payment Completed,6,2024-04-25 00:13:00,Burger King,North Indian,98.9,Debit Card,
EVT1943,SES1267,App Opened,1,2024-09-16 00:02:00,,,,,
EVT1944,SES1267,Restaurant Viewed,2,2024-09-16 00:05:00,Haldirams,Desserts,,,
EVT1945,SES1267,Menu Opened,3,2024-09-16 00:07:00,Burger King,Desserts,,,
EVT1946,SES1267,Item Added to Cart,4,2024-09-16 00:09:00,McDonalds,Desserts,,,
EVT1947,SES1268,App Opened,1,2024-07-11 00:01:00,,,,,
EVT1948,SES1268,Restaurant Viewed,2,2024-07-11 00:05:00,Barbeque Nation,Chinese,,,
EVT1949,SES1268,Item Added to Cart,4,2024-07-11 00:06:00,Burger King,Desserts,,,
EVT1950,SES1268,Order Placed,5,2024-07-11 00:09:00,Burger King,South Indian,491.69,,
EVT1951,SES1268,Payment Completed,6,2024-07-11 00:11:00,Chai Point,Fast Food,214.32,Credit Card,
EVT1952,SES1269,App Opened,1,2024-08-12 00:01:00,,,,,
EVT1953,SES1269,Item Added to Cart,4,2024-08-12 00:08:00,Burger King,Biryani,,,
EVT1954,SES1269,Order Placed,5,2024-08-12 00:09:00,Burger King,South Indian,159.87,,
EVT1955,SES1269,Order Delivered,7,2024-08-12 00:13:00,Barbeque Nation,Biryani,724.12,UPI,24
EVT1956,SES1270,App Opened,1,2024-11-08 00:02:00,,,,,
EVT1957,SES1270,Menu Opened,3,2024-11-08 00:04:00,Chai Point,North Indian,,,
EVT1958,SES1270,Item Added to Cart,4,2024-11-08 00:09:00,Dominos,Pizza,,,
EVT1959,SES1271,App Opened,1,2024-08-28 00:01:00,,,,,
EVT1960,SES1271,Restaurant Viewed,2,2024-08-28 00:02:00,McDonalds,North Indian,,,
EVT1961,SES1271,Menu Opened,3,2024-08-28 00:06:00,Paradise Biryani,Beverages,,,
EVT1962,SES1271,Payment Completed,6,2024-08-28 00:12:00,Dominos,Pizza,516.4,Wallet,
EVT1963,SES1271,Order Delivered,7,2024-08-28 00:13:00,Haldirams,Fast Food,162.65,Credit Card,21
EVT1964,SES1272,App Opened,1,2024-05-24 00:01:00,,,,,
EVT1965,SES1272,Restaurant Viewed,2,2024-05-24 00:03:00,Barbeque Nation,Biryani,,,
EVT1966,SES1272,Menu Opened,3,2024-05-24 00:04:00,Paradise Biryani,Biryani,,,
EVT1967,SES1273,App Opened,1,2024-04-12 00:02:00,,,,,
EVT1968,SES1273,Restaurant Viewed,2,2024-04-12 00:04:00,Wow Momo,South Indian,,,
EVT1969,SES1274,App Opened,1,2024-10-10 00:03:00,,,,,
EVT1970,SES1274,Restaurant Viewed,2,2024-10-10 00:04:00,Paradise Biryani,South Indian,,,
EVT1971,SES1274,Item Added to Cart,4,2024-10-10 00:08:00,Paradise Biryani,South Indian,,,
EVT1972,SES1275,App Opened,1,2024-03-23 00:03:00,,,,,
EVT1973,SES1275,Restaurant Viewed,2,2024-03-23 00:04:00,Wow Momo,North Indian,,,
EVT1974,SES1275,Menu Opened,3,2024-03-23 00:06:00,Wow Momo,Chinese,,,
EVT1975,SES1275,Item Added to Cart,4,2024-03-23 00:06:00,Haldirams,Fast Food,,,
EVT1976,SES1275,Order Delivered,7,2024-03-23 00:14:00,Burger King,Fast Food,233.92,Wallet,40
EVT1977,SES1276,App Opened,1,2024-02-16 00:00:00,,,,,
EVT1978,SES1276,Restaurant Viewed,2,2024-02-16 00:03:00,Faasos,Pizza,,,
EVT1979,SES1276,Menu Opened,3,2024-02-16 00:06:00,Box8,South Indian,,,
EVT1980,SES1277,App Opened,1,2024-01-28 00:01:00,,,,,
EVT1981,SES1277,Restaurant Viewed,2,2024-01-28 00:05:00,Chai Point,North Indian,,,
EVT1982,SES1277,Item Added to Cart,4,2024-01-28 00:06:00,Chai Point,Chinese,,,
EVT1983,SES1278,App Opened,1,2024-02-11 00:00:00,,,,,
EVT1984,SES1278,Restaurant Viewed,2,2024-02-11 00:02:00,Chai Point,Biryani,,,
EVT1985,SES1278,Menu Opened,3,2024-02-11 00:07:00,Burger King,North Indian,,,
EVT1986,SES1278,Item Added to Cart,4,2024-02-11 00:06:00,Dominos,Beverages,,,
EVT1987,SES1278,Order Placed,5,2024-02-11 00:11:00,Barbeque Nation,Biryani,308.38,,
EVT1988,SES1278,Order Delivered,7,2024-02-11 00:14:00,Chai Point,North Indian,363.2,Cash on Delivery,51
EVT1989,SES1279,App Opened,1,2024-11-28 00:00:00,,,,,
EVT1990,SES1279,Item Added to Cart,4,2024-11-28 00:07:00,Burger King,North Indian,,,
EVT1991,SES1279,Order Placed,5,2024-11-28 00:10:00,Wow Momo,Pizza,202.54,,
EVT1992,SES1279,Payment Completed,6,2024-11-28 00:12:00,Faasos,North Indian,752.56,UPI,
EVT1993,SES1280,App Opened,1,2024-08-29 00:00:00,,,,,
EVT1994,SES1280,Restaurant Viewed,2,2024-08-29 00:04:00,Dominos,Biryani,,,
EVT1995,SES1280,Menu Opened,3,2024-08-29 00:07:00,Barbeque Nation,Chinese,,,
EVT1996,SES1280,Payment Completed,6,2024-08-29 00:12:00,McDonalds,Desserts,538.57,UPI,
EVT1997,SES1281,App Opened,1,2024-01-10 00:03:00,,,,,
EVT1998,SES1281,Restaurant Viewed,2,2024-01-10 00:04:00,Paradise Biryani,Beverages,,,
EVT1999,SES1281,Menu Opened,3,2024-01-10 00:06:00,Barbeque Nation,South Indian,,,
EVT2000,SES1281,Item Added to Cart,4,2024-01-10 00:07:00,Haldirams,South Indian,,,
EVT2001,SES1281,Order Placed,5,2024-01-10 00:11:00,Burger King,Pizza,89.45,,
EVT2002,SES1281,Payment Completed,6,2024-01-10 00:13:00,Haldirams,Beverages,155.26,Credit Card,
EVT2003,SES1282,App Opened,1,2024-05-27 00:02:00,,,,,
EVT2004,SES1282,Menu Opened,3,2024-05-27 00:07:00,McDonalds,South Indian,,,
EVT2005,SES1282,Order Placed,5,2024-05-27 00:10:00,Wow Momo,Beverages,704.86,,
EVT2006,SES1283,App Opened,1,2024-08-02 00:02:00,,,,,
EVT2007,SES1283,Restaurant Viewed,2,2024-08-02 00:04:00,Box8,South Indian,,,
